iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
HUN,Europe,Hungary,2020-05-23,3713.0,35.0,34.286,482.0,6.0,4.857,384.355,3.623,3.549,49.895,0.621,0.503,21.0,2.174,462.0,47.824,,,,,159260.0,3459.0,16.486,0.358,3976.0,0.412,115.96700000000001,0.009000000000000001,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-05-24,3741.0,28.0,33.143,486.0,4.0,5.0,387.253,2.898,3.431,50.309,0.414,0.518,28.0,2.898,442.0,45.754,,,,,162925.0,3665.0,16.865,0.379,3970.0,0.411,119.78399999999999,0.008,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-05-25,3756.0,15.0,31.571,491.0,5.0,4.143,388.806,1.553,3.268,50.826,0.518,0.429,30.0,3.105,,,,,,,164619.0,1694.0,17.041,0.175,3911.0,0.405,123.87799999999999,0.008,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-05-26,3771.0,15.0,30.714,499.0,8.0,4.571,390.359,1.553,3.179,51.654,0.828,0.473,27.0,2.795,436.0,45.133,,,,,166263.0,1644.0,17.211,0.17,3938.0,0.408,128.214,0.008,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-05-27,3793.0,22.0,27.857,505.0,6.0,5.0,392.636,2.277,2.884,52.276,0.621,0.518,25.0,2.588,430.0,44.512,,,,,169960.0,3697.0,17.594,0.383,3890.0,0.403,139.641,0.006999999999999999,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-05-28,3816.0,23.0,25.0,509.0,4.0,5.143,395.017,2.381,2.588,52.69,0.414,0.532,24.0,2.484,404.0,41.82,,,,,174011.0,4051.0,18.013,0.419,3786.0,0.392,151.44,0.006999999999999999,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-05-29,3841.0,25.0,23.286,517.0,8.0,5.857,397.605,2.588,2.41,53.518,0.828,0.606,24.0,2.484,384.0,39.75,,,,,180152.0,6141.0,18.649,0.636,3479.0,0.36,149.405,0.006999999999999999,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-05-30,3841.0,0.0,18.286,517.0,0.0,5.0,397.605,0.0,1.893,53.518,0.0,0.518,22.0,2.2769999999999997,414.0,42.856,,,,,183562.0,3410.0,19.002,0.353,3472.0,0.359,189.875,0.005,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-05-31,3867.0,26.0,18.0,524.0,7.0,5.429,400.296,2.691,1.863,54.242,0.725,0.562,25.0,2.588,419.0,43.373000000000005,,,,,185980.0,2418.0,19.252,0.25,3294.0,0.341,183.0,0.005,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-01,3876.0,9.0,17.143,526.0,2.0,5.0,401.228,0.932,1.775,54.449,0.207,0.518,25.0,2.588,417.0,43.166000000000004,,,,,187965.0,1985.0,19.457,0.205,3335.0,0.345,194.542,0.005,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-02,3921.0,45.0,21.429,532.0,6.0,4.714,405.886,4.658,2.218,55.07,0.621,0.488,24.0,2.484,427.0,44.201,,,,,189969.0,2004.0,19.665,0.207,3387.0,0.351,158.06,0.006,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-03,3931.0,10.0,19.714,534.0,2.0,4.143,406.921,1.035,2.041,55.278,0.207,0.429,24.0,2.484,414.0,42.856,,,,,191572.0,1603.0,19.831,0.166,3087.0,0.32,156.58700000000002,0.006,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-04,3931.0,0.0,16.429,534.0,0.0,3.571,406.921,0.0,1.701,55.278,0.0,0.37,24.0,2.484,406.0,42.027,,,,,195894.0,4322.0,20.278,0.447,3126.0,0.324,190.278,0.005,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-05,3954.0,23.0,16.143,539.0,5.0,3.143,409.302,2.381,1.671,55.795,0.518,0.325,21.0,2.174,397.0,41.096000000000004,,,,,202606.0,6712.0,20.973,0.695,3208.0,0.332,198.726,0.005,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-06,3970.0,16.0,18.429,542.0,3.0,3.571,410.958,1.656,1.908,56.106,0.311,0.37,21.0,2.174,387.0,40.061,,,,,206853.0,4247.0,21.413,0.44,3327.0,0.344,180.535,0.006,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-07,3970.0,0.0,14.714,542.0,0.0,2.571,410.958,0.0,1.523,56.106,0.0,0.266,21.0,2.174,386.0,39.957,,,,,210202.0,3349.0,21.759,0.347,3460.0,0.358,235.146,0.004,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-08,3970.0,0.0,13.429,542.0,0.0,2.286,410.958,0.0,1.39,56.106,0.0,0.237,21.0,2.174,385.0,39.854,,,,,210749.0,547.0,21.816,0.057,3255.0,0.337,242.394,0.004,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-09,4014.0,44.0,13.286,548.0,6.0,2.286,415.513,4.555,1.375,56.727,0.621,0.237,20.0,2.07,365.0,37.783,,,,,214468.0,3719.0,22.201,0.385,3500.0,0.362,263.441,0.004,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-10,4017.0,3.0,12.286,550.0,2.0,2.286,415.823,0.311,1.272,56.934,0.207,0.237,20.0,2.07,344.0,35.609,,,,,217689.0,3221.0,22.534,0.333,3731.0,0.386,303.686,0.003,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-11,4027.0,10.0,13.714,551.0,1.0,2.429,416.859,1.035,1.42,57.037,0.104,0.251,19.0,1.9669999999999999,321.0,33.229,,,,,222247.0,4558.0,23.006,0.472,3765.0,0.39,274.531,0.004,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-12,4039.0,12.0,12.143,553.0,2.0,2.0,418.101,1.242,1.257,57.244,0.207,0.207,20.0,2.07,290.0,30.02,,,,,226669.0,4422.0,23.464,0.458,3438.0,0.356,283.129,0.004,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-13,4053.0,14.0,11.857,555.0,2.0,1.857,419.55,1.449,1.227,57.451,0.207,0.192,20.0,2.07,283.0,29.295,,,,,230169.0,3500.0,23.826,0.362,3331.0,0.345,280.928,0.004,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-14,4064.0,11.0,13.429,559.0,4.0,2.429,420.689,1.139,1.39,57.865,0.414,0.251,20.0,2.07,275.0,28.467,,,,,233742.0,3573.0,24.196,0.37,3363.0,0.348,250.43599999999998,0.004,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-15,4076.0,12.0,15.143,563.0,4.0,3.0,421.931,1.242,1.568,58.279,0.414,0.311,19.0,1.9669999999999999,275.0,28.467,,,,,235377.0,1635.0,24.365,0.169,3518.0,0.364,232.321,0.004,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-16,4077.0,1.0,9.0,565.0,2.0,2.429,422.034,0.104,0.932,58.486,0.207,0.251,17.0,1.76,255.0,26.397,,,,,236828.0,1451.0,24.515,0.15,3194.0,0.331,354.889,0.003,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-17,4078.0,1.0,8.714,567.0,2.0,2.429,422.138,0.104,0.902,58.694,0.207,0.251,16.0,1.656,210.0,21.738000000000003,,,,,242139.0,5311.0,25.065,0.55,3493.0,0.362,400.836,0.002,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-18,4079.0,1.0,7.429,568.0,1.0,2.429,422.241,0.104,0.769,58.797,0.104,0.251,15.0,1.5530000000000002,199.0,20.6,,,,,245598.0,3459.0,25.423,0.358,3336.0,0.345,449.077,0.002,tests performed,62.96,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-19,4081.0,2.0,6.0,568.0,0.0,2.143,422.448,0.207,0.621,58.797,0.0,0.222,15.0,1.5530000000000002,192.0,19.875,,,,,249391.0,3793.0,25.816,0.393,3246.0,0.336,541.0,0.002,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-20,4086.0,5.0,4.714,570.0,2.0,2.143,422.966,0.518,0.488,59.004,0.207,0.222,15.0,1.5530000000000002,186.0,19.254,,,,,253100.0,3709.0,26.2,0.384,3276.0,0.339,694.909,0.001,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-21,4094.0,8.0,4.286,570.0,0.0,1.571,423.794,0.828,0.444,59.004,0.0,0.163,15.0,1.5530000000000002,185.0,19.15,,,,,256326.0,3226.0,26.534,0.334,3226.0,0.334,752.7330000000001,0.001,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-22,4102.0,8.0,3.714,572.0,2.0,1.286,424.622,0.828,0.384,59.211,0.207,0.133,,,,,,,,,258115.0,1789.0,26.719,0.185,3248.0,0.336,874.462,0.001,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-23,4107.0,5.0,4.286,573.0,1.0,1.143,425.14,0.518,0.444,59.315,0.104,0.118,14.0,1.449,183.0,18.942999999999998,,,,,258861.0,746.0,26.796,0.077,3148.0,0.326,734.533,0.001,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-24,4107.0,0.0,4.143,573.0,0.0,0.857,425.14,0.0,0.429,59.315,0.0,0.089,13.0,1.3459999999999999,183.0,18.942999999999998,,,,,261420.0,2559.0,27.061,0.265,2754.0,0.285,664.7589999999999,0.002,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-25,4114.0,7.0,5.0,576.0,3.0,1.143,425.864,0.725,0.518,59.625,0.311,0.118,13.0,1.3459999999999999,182.0,18.84,,,,,265129.0,3709.0,27.445,0.384,2790.0,0.289,558.0,0.002,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-26,4123.0,9.0,6.0,577.0,1.0,1.286,426.796,0.932,0.621,59.729,0.104,0.133,13.0,1.3459999999999999,179.0,18.529,,,,,267056.0,1927.0,27.645,0.199,2524.0,0.261,420.667,0.002,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-27,4127.0,4.0,5.857,578.0,1.0,1.143,427.21,0.414,0.606,59.832,0.104,0.118,11.0,1.139,174.0,18.012,,,,,270263.0,3207.0,27.977,0.332,2452.0,0.254,418.634,0.002,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-28,4138.0,11.0,6.286,578.0,0.0,1.143,428.349,1.139,0.651,59.832,0.0,0.118,9.0,0.932,172.0,17.805,,,,,271194.0,931.0,28.073,0.096,2124.0,0.22,337.909,0.003,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-29,4142.0,4.0,5.714,581.0,3.0,1.286,428.763,0.414,0.592,60.143,0.311,0.133,9.0,0.932,170.0,17.598,,,,,273879.0,2685.0,28.351,0.278,2252.0,0.233,394.1,0.003,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-06-30,4145.0,3.0,5.429,585.0,4.0,1.714,429.073,0.311,0.562,60.557,0.414,0.177,9.0,0.932,169.0,17.494,,,,,274945.0,1066.0,28.461,0.11,2298.0,0.238,423.316,0.002,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-01,4155.0,10.0,6.857,585.0,0.0,1.714,430.109,1.035,0.71,60.557,0.0,0.177,8.0,0.828,169.0,17.494,,,,,277750.0,2805.0,28.752,0.29,2333.0,0.242,340.22900000000004,0.003,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-02,4157.0,2.0,6.143,586.0,1.0,1.429,430.316,0.207,0.636,60.66,0.104,0.148,8.0,0.828,157.0,16.252,,,,,279690.0,1940.0,28.952,0.201,2080.0,0.215,338.605,0.003,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-03,4166.0,9.0,6.143,587.0,1.0,1.429,431.247,0.932,0.636,60.764,0.104,0.148,9.0,0.932,150.0,15.527000000000001,,,,,281628.0,1938.0,29.153,0.201,2082.0,0.216,338.93,0.003,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-04,4172.0,6.0,6.429,588.0,1.0,1.429,431.868,0.621,0.665,60.867,0.104,0.148,8.0,0.828,140.0,14.492,,,,,283508.0,1880.0,29.348,0.195,1892.0,0.196,294.311,0.003,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-05,4183.0,11.0,6.429,589.0,1.0,1.571,433.007,1.139,0.665,60.971,0.104,0.163,8.0,0.828,144.0,14.905999999999999,,,,,285590.0,2082.0,29.563,0.216,2057.0,0.213,319.978,0.003,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-06,4183.0,0.0,5.857,589.0,0.0,1.143,433.007,0.0,0.606,60.971,0.0,0.118,8.0,0.828,144.0,14.905999999999999,,,,,286083.0,493.0,29.614,0.051,1743.0,0.18,297.585,0.003,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-07,4189.0,6.0,6.286,589.0,0.0,0.571,433.628,0.621,0.651,60.971,0.0,0.059,7.0,0.725,142.0,14.699000000000002,,,,,286983.0,900.0,29.707,0.093,1720.0,0.178,273.63599999999997,0.004,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-08,4205.0,16.0,7.143,589.0,0.0,0.571,435.284,1.656,0.739,60.971,0.0,0.059,6.0,0.621,132.0,13.664000000000001,,,,,288693.0,1710.0,29.884,0.177,1563.0,0.162,218.82,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-09,4210.0,5.0,7.571,589.0,0.0,0.429,435.802,0.518,0.784,60.971,0.0,0.044,6.0,0.621,131.0,13.561,,,,,289602.0,909.0,29.978,0.094,1416.0,0.147,187.019,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-10,4220.0,10.0,7.714,591.0,2.0,0.571,436.837,1.035,0.799,61.178,0.207,0.059,6.0,0.621,133.0,13.767999999999999,,,,,292037.0,2435.0,30.23,0.252,1487.0,0.154,192.75900000000001,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-11,4223.0,3.0,7.286,593.0,2.0,0.714,437.148,0.311,0.754,61.385,0.207,0.074,5.0,0.518,129.0,13.354000000000001,,,,,293220.0,1183.0,30.353,0.122,1387.0,0.144,190.373,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-12,4229.0,6.0,6.571,595.0,2.0,0.857,437.769,0.621,0.68,61.592,0.207,0.089,5.0,0.518,128.0,13.25,,,,,294425.0,1205.0,30.478,0.125,1262.0,0.131,192.043,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-13,4234.0,5.0,7.286,595.0,0.0,0.857,438.286,0.518,0.754,61.592,0.0,0.089,5.0,0.518,127.0,13.147,,,,,295561.0,1136.0,30.595,0.118,1354.0,0.14,185.843,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-14,4247.0,13.0,8.286,595.0,0.0,0.857,439.632,1.346,0.858,61.592,0.0,0.089,5.0,0.518,131.0,13.561,,,,,296358.0,797.0,30.678,0.083,1339.0,0.139,161.60299999999998,0.006,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-15,4263.0,16.0,8.286,595.0,0.0,0.857,441.288,1.656,0.858,61.592,0.0,0.089,5.0,0.518,125.0,12.939,,,,,299185.0,2827.0,30.97,0.293,1499.0,0.155,180.91400000000002,0.006,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-16,4263.0,0.0,7.571,595.0,0.0,0.857,441.288,0.0,0.784,61.592,0.0,0.089,5.0,0.518,109.0,11.283,,,,,300632.0,1447.0,31.12,0.15,1576.0,0.163,208.15099999999998,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-17,4279.0,16.0,8.429,595.0,0.0,0.571,442.945,1.656,0.872,61.592,0.0,0.059,4.0,0.414,83.0,8.592,,,,,302749.0,2117.0,31.339,0.219,1530.0,0.158,181.525,0.006,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-18,4293.0,14.0,10.0,595.0,0.0,0.286,444.394,1.449,1.035,61.592,0.0,0.03,3.0,0.311,83.0,8.592,,,,,305133.0,2384.0,31.586,0.247,1702.0,0.176,170.2,0.006,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-19,4315.0,22.0,12.286,596.0,1.0,0.143,446.671,2.277,1.272,61.695,0.104,0.015,3.0,0.311,82.0,8.488,,,,,307846.0,2713.0,31.867,0.281,1917.0,0.198,156.035,0.006,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-20,4333.0,18.0,14.143,596.0,0.0,0.143,448.534,1.863,1.464,61.695,0.0,0.015,5.0,0.518,83.0,8.592,,,,,310070.0,2224.0,32.097,0.23,2073.0,0.215,146.576,0.006999999999999999,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-21,4347.0,14.0,14.286,596.0,0.0,0.143,449.984,1.449,1.479,61.695,0.0,0.015,4.0,0.414,78.0,8.074,,,,,310830.0,760.0,32.176,0.079,2067.0,0.214,144.69,0.006999999999999999,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-22,4366.0,19.0,14.714,596.0,0.0,0.143,451.95,1.967,1.523,61.695,0.0,0.015,4.0,0.414,76.0,7.867000000000001,,,,,312988.0,2158.0,32.399,0.223,1972.0,0.204,134.019,0.006999999999999999,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-23,4380.0,14.0,16.714,596.0,0.0,0.143,453.4,1.449,1.73,61.695,0.0,0.015,4.0,0.414,76.0,7.867000000000001,,,,,316120.0,3132.0,32.723,0.324,2213.0,0.229,132.40200000000002,0.008,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-24,4398.0,18.0,17.0,596.0,0.0,0.143,455.263,1.863,1.76,61.695,0.0,0.015,4.0,0.414,70.0,7.246,,,,,319854.0,3734.0,33.11,0.387,2444.0,0.253,143.765,0.006999999999999999,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-25,4424.0,26.0,18.714,596.0,0.0,0.143,457.954,2.691,1.937,61.695,0.0,0.015,5.0,0.518,68.0,7.039,,,,,323673.0,3819.0,33.505,0.395,2649.0,0.274,141.55,0.006999999999999999,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-26,4435.0,11.0,17.143,596.0,0.0,0.0,459.093,1.139,1.775,61.695,0.0,0.0,6.0,0.621,69.0,7.143,,,,,326554.0,2881.0,33.804,0.298,2673.0,0.277,155.925,0.006,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-27,4448.0,13.0,16.429,596.0,0.0,0.0,460.439,1.346,1.701,61.695,0.0,0.0,6.0,0.621,71.0,7.35,,,,,328583.0,2029.0,34.014,0.21,2645.0,0.274,161.0,0.006,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-28,4456.0,8.0,15.571,596.0,0.0,0.0,461.267,0.828,1.612,61.695,0.0,0.0,6.0,0.621,76.0,7.867000000000001,,,,,330239.0,1656.0,34.185,0.171,2773.0,0.287,178.083,0.006,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-29,4465.0,9.0,14.143,596.0,0.0,0.0,462.199,0.932,1.464,61.695,0.0,0.0,6.0,0.621,76.0,7.867000000000001,,,,,333446.0,3207.0,34.517,0.332,2923.0,0.303,206.67700000000002,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
HUN,Europe,Hungary,2020-07-30,4484.0,19.0,14.857,596.0,0.0,0.0,464.165,1.967,1.538,61.695,0.0,0.0,6.0,0.621,76.0,7.867000000000001,,,,,336461.0,3015.0,34.829,0.312,2906.0,0.301,195.59599999999998,0.005,tests performed,52.78,9660350.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.838
